1453,"大將",98,1.92307692307692,21.2,2.30175307721,6171,2681
1539,"巨庭",181,4.51612903225806,32.4,3.37146371463715,8223,2439
2313,"華通",54,1.68243953732913,48.35,2.05671608265948,18313,8904
3441,"聯一光",61,7.60309278350515,41.75,4.74441964285714,8502,1792
3504,"揚明光",130,3.97849462365591,96.7,5.2546413914403,26888,5117
3703,"欣陸",11,3.97923875432526,30.05,8.86565656565657,8777,990
5347,"世界",61,2.78592375366569,70.1,1.43565427169121,17258,12021
6118,"建達",425,2.9082774049217,46,1.87426583794264,32869,17537
9955,"佳龍",266,5.78703703703704,22.85,5.13198944084473,21385,4167
